N         Time(s)           OB_avg          OB_max       OB_min
4270      0.00027833        26225.00        26225        26225           
4280      0.00027942        26308.00        26308        26308           
4290      0.00028069        26389.00        26389        26389           
4300      0.00028054        26480.00        26480        26480           
4310      0.00028128        26565.00        26565        26565           
4320      0.00028231        26640.00        26640        26640           
4330      0.00028277        26725.00        26725        26725           
4340      0.00028305        26800.00        26800        26800           
4350      0.00028405        26869.00        26869        26869           
4360      0.00028555        26964.00        26964        26964           
4370      0.00028588        27061.00        27061        27061           
4380      0.00028717        27152.00        27152        27152           
4390      0.00028842        27243.00        27243        27243           
4400      0.00028947        27328.00        27328        27328           
4410      0.00028862        27413.00        27413        27413           
4420      0.00029385        27496.00        27496        27496           
4430      0.00029198        27585.00        27585        27585           
4440      0.00029198        27668.00        27668        27668           
4450      0.00029186        27747.00        27747        27747           
4460      0.00029345        27828.00        27828        27828           
4470      0.00029333        27903.00        27903        27903           
4480      0.00029361        27968.00        27968        27968           
4490      0.00029493        28063.00        28063        28063           
4500      0.00029616        28148.00        28148        28148           
4510      0.00029687        28227.00        28227        28227           
4520      0.00029678        28308.00        28308        28308           
4530      0.00029779        28385.00        28385        28385           
4540      0.00029737        28456.00        28456        28456           
4550      0.00029880        28533.00        28533        28533           
4560      0.00030127        28608.00        28608        28608           
4570      0.00029904        28683.00        28683        28683           
4580      0.00029980        28752.00        28752        28752           
4590      0.00030010        28821.00        28821        28821           
4600      0.00030076        28884.00        28884        28884           
4610      0.00030112        28951.00        28951        28951           
4620      0.00030324        29052.00        29052        29052           
4630      0.00030519        29147.00        29147        29147           
4640      0.00030449        29232.00        29232        29232           
4650      0.00030552        29327.00        29327        29327           
4660      0.00030612        29412.00        29412        29412           
4670      0.00030999        29491.00        29491        29491           
4680      0.00030820        29580.00        29580        29580           
4690      0.00030883        29667.00        29667        29667           
4700      0.00030982        29748.00        29748        29748           
4710      0.00031052        29829.00        29829        29829           
4720      0.00031139        29904.00        29904        29904           
4730      0.00031286        29979.00        29979        29979           
