N         Time(s)           OB_avg          OB_max       OB_min
4170      0.00147697        46019.00        46019        46019           
4180      0.00165912        46149.00        46149        46149           
4190      0.00153364        46279.00        46279        46279           
4200      0.00155248        46409.00        46409        46409           
4210      0.00137225        46539.00        46539        46539           
4220      0.00139409        46669.00        46669        46669           
4230      0.00148328        46799.00        46799        46799           
4240      0.00133379        46929.00        46929        46929           
4250      0.00130270        47059.00        47059        47059           
4260      0.00150011        47189.00        47189        47189           
4270      0.00149794        47319.00        47319        47319           
4280      0.00138031        47449.00        47449        47449           
4290      0.00140460        47579.00        47579        47579           
4300      0.00147719        47709.00        47709        47709           
4310      0.00143793        47839.00        47839        47839           
4320      0.00139840        47969.00        47969        47969           
4330      0.00132538        48099.00        48099        48099           
4340      0.00135361        48229.00        48229        48229           
4350      0.00128874        48359.00        48359        48359           
4360      0.00144180        48489.00        48489        48489           
4370      0.00140806        48619.00        48619        48619           
4380      0.00136785        48749.00        48749        48749           
4390      0.00150085        48879.00        48879        48879           
4400      0.00160855        49009.00        49009        49009           
4410      0.00155662        49139.00        49139        49139           
4420      0.00148781        49269.00        49269        49269           
4430      0.00155450        49399.00        49399        49399           
4440      0.00165708        49529.00        49529        49529           
4450      0.00141898        49659.00        49659        49659           
4460      0.00141626        49789.00        49789        49789           
4470      0.00158454        49919.00        49919        49919           
4480      0.00169266        50049.00        50049        50049           
4490      0.00150527        50179.00        50179        50179           
4500      0.00150739        50309.00        50309        50309           
4510      0.00167208        50439.00        50439        50439           
4520      0.00160641        50569.00        50569        50569           
4530      0.00138829        50699.00        50699        50699           
4540      0.00146080        50829.00        50829        50829           
4550      0.00154402        50959.00        50959        50959           
4560      0.00179450        51089.00        51089        51089           
4570      0.00143956        51219.00        51219        51219           
4580      0.00146010        51349.00        51349        51349           
4590      0.00152927        51479.00        51479        51479           
4600      0.00162544        51609.00        51609        51609           
4610      0.00138351        51739.00        51739        51739           
4620      0.00139303        51869.00        51869        51869           
4630      0.00155770        51999.00        51999        51999           
4640      0.00152754        52129.00        52129        52129           
4650      0.00151927        52259.00        52259        52259           
4660      0.00151899        52389.00        52389        52389           
4670      0.00154351        52519.00        52519        52519           
4680      0.00163387        52649.00        52649        52649           
4690      0.00152207        52779.00        52779        52779           
4700      0.00147017        52909.00        52909        52909           
4710      0.00150144        53039.00        53039        53039           
4720      0.00170357        53169.00        53169        53169           
4730      0.00156725        53299.00        53299        53299           
4740      0.00152471        53429.00        53429        53429           
4750      0.00156164        53559.00        53559        53559           
4760      0.00155173        53689.00        53689        53689           
4770      0.00151316        53819.00        53819        53819           
4780      0.00160467        53949.00        53949        53949           
4790      0.00157862        54079.00        54079        54079           
4800      0.00155483        54209.00        54209        54209           
4810      0.00154837        54339.00        54339        54339           
4820      0.00162906        54469.00        54469        54469           
4830      0.00171077        54599.00        54599        54599           
4840      0.00200268        54729.00        54729        54729           
4850      0.00121256        54859.00        54859        54859           
4860      0.00102421        54989.00        54989        54989           
4870      0.00053213        55119.00        55119        55119           
4880      0.00047989        55249.00        55249        55249           
4890      0.00058431        55379.00        55379        55379           
4900      0.00049059        55509.00        55509        55509           
4910      0.00044312        55639.00        55639        55639           
4920      0.00057512        55769.00        55769        55769           
4930      0.00052623        55899.00        55899        55899           
4940      0.00048355        56029.00        56029        56029           
4950      0.00044202        56159.00        56159        56159           
4960      0.00054994        56289.00        56289        56289           
4970      0.00054138        56419.00        56419        56419           
4980      0.00046511        56549.00        56549        56549           
4990      0.00045375        56679.00        56679        56679           
5000      0.00078256        56809.00        56809        56809           
